"Parasite.species","hosts_missing_tax_lcdb","hosts_missing_tax_comb","hsi_lcdb","var.hsi_lcdb","hsi_comb","var.hsi_comb"
"Protospirura numidica",0,0,4.41558441558442,2.84027660651037,4.16935483870968,2.68099635796046
"Protostrongylus boughtoni",0,0,4.28571428571429,2.87074829931973,4.28571428571429,2.87074829931973
"Protostrongylus cuniculorum",0,0,6,0,6,0
"Protostrongylus davtiani",3,3,3.2,5.56,3.83333333333333,4.80555555555556
"Protostrongylus hobmaieri",0,0,4.1,3.42333333333333,4.15441176470588,3.57174524221453
"Protostrongylus oryctolagi",0,0,4.6,3.04,4.6,3.04
"Protostrongylus pulmonalis/kamenskyi",0,0,4.33333333333333,2.6984126984127,4.33333333333333,2.6984126984127
"Protostrongylus rufescens",0,0,3.71794871794872,2.25378040762656,3.58645276292335,3.38334588413229
"Protostrongylus skrjabini",1,1,3.83333333333333,4.80555555555556,3.83333333333333,4.80555555555556
"Protostrongylus stilesi/rushi",0,0,3.50735294117647,1.97053416955017,3.50735294117647,1.97053416955017
"Protostrongylus tauricus",0,0,3.47619047619048,3.10657596371882,3.47619047619048,3.10657596371882
"Pseudalius inflexus",1,1,5,0,4.02222222222222,2.19950617283951
"Pseudanoplocephala crawfordi",0,0,4.28571428571429,2.96598639455782,4.57142857142857,2.6734693877551
"Pseudanthobothrium purtoni",0,0,1,0,1,0
"Pseudhymenolepis redonica",0,0,5,3.33333333333333,4.4,5.04
"Pseudocapillaria tomentosa",0,2,2.95333333333333,1.58448888888889,3.1827027027027,1.09274584855125
"Pseudocorynosoma constrictum",0,0,2.56363636363636,2.75504132231405,2.56363636363636,2.75504132231405
"Pseudodelphis oligocotti",0,0,3.96428571428571,1.96301020408163,3.96428571428571,1.96301020408163
"Pseudophysaloptera vincenti",0,0,6,0,6,0
"Pseudoproleptus sp.",0,0,6,0,6,0
"Pseudoterranova cattani",0,0,3.995670995671,0.696950956691216,4.10526315789474,0.662603878116344
"Pseudoterranova decipiens [A-D]",7,7,5.11475409836066,1.34431431023572,5.1390977443609,1.23127838392975
"Pterygodermatites affinis",0,0,4.33333333333333,2.53333333333333,4.23636363636364,2.43504132231405
"Pterygodermatites coloradensis",0,0,4.43382352941176,1.93679714532872,4.57309941520468,2.10430559830375
"Pterygodermatites desportesi",1,1,6,0,6,0
"Pterygodermatites hispanica",0,0,6,0,6,0
"Pterygodermatites nycticebi",0,2,4,3,3.44444444444444,2.08024691358025
"Pterygodermatites peromysci",0,0,3.5,6.25,4,5.42857142857143
"Pterygodermatites taterilli",0,0,4.66666666666667,3.55555555555556,4.66666666666667,3.55555555555556
"Pterygodermatites zygodontomis",0,0,5.33333333333333,0.888888888888889,5.33333333333333,0.888888888888889
"Ptilotolepis raymondi",0,0,5.66666666666667,0.222222222222222,5.66666666666667,0.222222222222222
"Quadriplotriaena hypsokysta",0,0,4.33333333333333,5.55555555555555,4.33333333333333,5.55555555555555
"Rabbium paradoxus",0,0,1,NA,1,NA
"Raillietina australis",0,0,6,0,6,0
"Raillietina beveridgei",0,0,6,0,6,0
"Raillietina bonini",1,1,4.07142857142857,2.99489795918367,4.22222222222222,3.45061728395062
"Raillietina cesticillus",3,5,3.26086956521739,2.61178896717649,4.12926829268293,3.00280190362879
"Raillietina chiltoni",0,0,6,0,6,0
"Raillietina dromaius",0,0,6,0,6,0
"Raillietina echinobothrida",2,3,5,2.33333333333333,4.10822510822511,3.17876351642585
"Raillietina georgiensis",0,0,6,0,5.33333333333333,0.888888888888889
"Raillietina loeweni",0,0,4.33333333333333,5.55555555555555,4.33333333333333,5.55555555555555
"Raillietina mitchelli",0,0,6,0,6,0
"Raillietina tetragona",0,0,4.42857142857143,3.6734693877551,4.23320158102767,3.33296880126232
"Raphidascaris acus",7,9,5.24936061381074,1.73960956560985,4.81504112808461,1.65321677269156
"Raphidascaris gigi",0,0,4.04545454545455,1.40702479338843,4.09090909090909,1.31900826446281
"Retinometra exigua",0,0,6,0,6,0
"Retinometra venusta",0,0,4.66666666666667,3.88888888888889,4.64705882352941,3.02249134948097
"Rhabdochona canadensis",0,1,4.5,3.45,3.58008658008658,2.13103202713592
"Rhabdochona cascadilla",0,0,4.2,2.47111111111111,3.88768115942029,1.41854389834068
"Rhabdochona coronacauda",0,1,5.16666666666667,1.47222222222222,4.5,2.75
"Rhabdochona denudata",0,2,4.35833333333333,3.11326388888889,3.74808184143223,2.73576997795671
"Rhabdochona ergensi",0,0,6,0,5,2
"Rhabdochona gnedini",0,0,6,0,3.57368421052632,1.67614958448753
"Rhabdochona hellichi",0,0,4.33333333333333,5.55555555555555,3.84967320261438,2.87282669058909
"Rhabdochona kidderi",0,0,4.17777777777778,2.50172839506173,3.08128078817734,2.15841806401514
"Rhabdochona oncorhynchi",0,0,2.51111111111111,3.22765432098765,2.72380952380952,2.90467120181406
"Rhabdochona phoxini",0,0,4,3,4.71428571428571,2.48979591836735
"Rhodobothrium mesodesmatum",0,0,6,0,6,0
"Rhodobothrium paucitesticulare",0,0,5,2,5,2
"Rictularia cristata",0,0,5,2,2.89393939393939,2.57966023875115
"Rictularia proni",0,0,4.78571428571429,2.0969387755102,4.29824561403509,2.56017236072638
"Rodentolepis asymmetrica",0,1,3.61904761904762,5.28344671201814,3.03030303030303,4.2415059687787
"Rodentolepis microstoma",2,4,4.33333333333333,3.72222222222222,4.42690058479532,2.9347149550289
"Rodentolepis straminea",0,1,3.29487179487179,3.15664036817883,2.97849462365591,1.59523644351948
"Ryjikovilepis dubininae",1,1,1,NA,3,6
"Salvelinema salmonicola",0,0,2.80952380952381,4.24943310657596,2.74358974358974,2.62656147271532
"Salvelinema walkeri",0,0,4.33333333333333,5.55555555555555,4.33333333333333,5.55555555555555
"Schistocephalus pungitii",0,0,3.19444444444444,2.98996913580247,4.43809523809524,3.44616780045351
"Schistocephalus solidus",0,0,4.6256157635468,2.70220097551506,4.88845350052247,1.25741108796319
"Schistotaenia colymba",0,0,4.33333333333333,5.55555555555555,2.85714285714286,4.12244897959184
"Schistotaenia srivastavai",3,4,4.2,4.96,4.09523809523809,4.94331065759637
"Schistotaenia tenuicirrus",0,0,3.83333333333333,4.80555555555556,3.83333333333333,4.80555555555556
"Schizorchis altaica",0,0,5,2,4.04761904761905,4.52154195011338
"Sciurotaenia transversaria",0,0,4,4.8,4,4.8
"Sclerocollum saudii",0,0,6,0,6,0
"Serpinema trispinosum",0,1,5.19444444444444,1.87885802469136,4.91052631578947,1.99725761772853
"Serratospiculum seurati",1,1,4.66666666666667,3.88888888888889,4.66666666666667,3.88888888888889
"Serratospiculum tendo",0,0,5.33333333333333,0.888888888888889,5.33333333333333,0.888888888888889
"Seuratum cadarachense",0,0,6,0,5,2
"Seuratum nguyenvanaii",0,0,4.66666666666667,3.55555555555556,4.66666666666667,3.55555555555556
"Sicarius dipterum",0,0,3.5,4.25,4.52380952380952,3.39229024943311
"Simondsia paradoxa",0,0,4.89328063241107,1.73959911887391,4.89328063241107,1.73959911887391
"Skrjabinelazia galliardi",1,1,1,NA,1,NA
"Skrjabinema ovis",0,1,1.83333333333333,0.138888888888889,2.03809523809524,0.227120181405896
"Skrjabingylus chitwoodorum",2,2,4.72527472527473,2.59485569375679,4.72527472527473,2.59485569375679
"Skrjabingylus lutrae",0,0,6,0,6,0
"Skrjabingylus nasicola",2,2,3.78676470588235,4.18247188581315,3.57894736842105,4.03324099722992
"Skrjabingylus petrowi",0,0,4.33333333333333,5.55555555555555,4.33333333333333,5.55555555555555
"Skrjabinocerca americana",0,0,4.33333333333333,2.88888888888889,4.33333333333333,2.88888888888889
"Skrjabinocerca prima",0,2,3.86928104575163,1.25088641120936,3.9,1.42333333333333
"Skrjabinoclava inornatae",0,1,3.83333333333333,4.80555555555556,3.53333333333333,3.31555555555556
"Skrjabinoclava morrisoni",0,0,6,0,4.33333333333333,5.55555555555555
"Skrjabinoptera phrynosoma",0,0,3.5,6.25,2.48387096774194,1.34651404786681
"Sobolevicanthus bisaccata",0,0,6,0,6,0
"Sobolevicanthus gracilis",1,6,4.98768472906404,2.56881385134315,4.82967313585291,2.58258222206688
"Sobolevicanthus krabbeella",0,0,4.1,5.49,3.08888888888889,4.83654320987654
"Sobolevicanthus octacantha",0,1,4.52380952380952,4.43990929705215,4.42687747035573,3.80987048696277
"Soboliphyme baturini",1,1,3.01666666666667,1.68305555555556,3.06190476190476,1.40092970521542
"Soboliphyme occidentalis",0,0,1,NA,1,NA
"Soboliphyme soricis",0,0,1,NA,1,NA
"Southwellina hispida",0,0,3.86666666666667,1.90888888888889,4.28682170542636,1.11042433919665
"Spathebothrium simplex",0,0,5,2,3.51282051282051,3.45496383957922
"Sphaerirostris picae",0,0,3.93333333333333,4.19555555555556,4.12727272727273,2.00198347107438
"Spinicauda freitasi",0,0,1,NA,1,NA
"Spinitectus carolini",0,1,4.75238095238095,2.04344671201814,4.52692307692308,2.26209566074951
"Spinitectus gracilis",0,4,4.75714285714286,2.28863945578231,4.57575757575758,1.72506887052342
"Spinitectus inermis",1,1,4.1,2.49,4.2,1.89333333333333
"Spinitectus micracanthus",0,0,6,0,3,3.06060606060606
"Spinitectus ranae",0,0,3.52380952380952,3.29705215419501,3.68888888888889,2.7920987654321
"Spirocamallanus cricotus",1,1,6,0,4.66666666666667,3.55555555555556
"Spirocamallanus fulvidraconis",0,0,4,4,4.6,3.24
"Spirocamallanus hilarii",0,1,4.09523809523809,3.70521541950113,3.84615384615385,2.15215553677092
"Spirocamallanus mysti",0,0,3.66666666666667,3.88888888888889,3.6,3.61777777777778
"Spirocerca lupi",2,7,4.80163934426229,2.42458747648482,4.93447208071122,1.55319285635267
"Spirometra erinacei",1,1,4.86507936507936,1.92094986142605,4.53995859213251,1.25958343513839
"Spirometra mansonoides",2,2,4.06666666666667,2.84501792114695,4.42450142450142,1.8568355776333
"Spiroxys contortus",2,2,4.95789473684211,2.37717451523546,4.95789473684211,2.37717451523546
"Spirura infundibuliformis",0,1,4.33333333333333,3.55555555555556,4.33333333333333,3.28282828282828
"Spirura malayensis",0,0,4.5,3.25,4.5,3.25
"Spirura rytipleurites",0,2,4.07142857142857,3.49489795918367,4.67619047619048,2.31419501133787
"Spirura talpae",0,0,6,0,3.38095238095238,5.28344671201814
"Spongiobothrium sp.",0,0,5,0,4,2
"Staphylocystis brusatae",1,1,4.6,3.84,4.14285714285714,5.26530612244898
"Staphylocystis furcata",2,3,3.96703296703297,2.14177031759449,4.28817204301075,3.65889235749798
"Staphylocystis pistillum",0,0,6,0,3.5,4.25
"Staphylocystis scalaris",0,0,3.83333333333333,4.80555555555556,3.5,4.25
"Stephanurus dentatus",0,0,4.93333333333333,1.79555555555556,4.93333333333333,1.79555555555556
"Sterliadochona ephemeridarum",0,0,6,0,2.94736842105263,2.14459833795014
"Stilesia globipunctata",2,3,4.22222222222222,3.86172839506173,3.87368421052632,3.36299168975069
"Streptocara crassicauda",1,3,4.33333333333333,2.48677248677249,4.09576098059244,1.38791870078596
"Streptopharagus greenbergi",0,0,4.3,4.41,4.3,4.41
"Streptopharagus kutassi",3,3,4.05454545454545,4.01520661157025,4.05454545454545,4.01520661157025
"Streptopharagus pigmentatus",0,0,4.4,4.24,4.03571428571429,4.67729591836735
"Strongylus edentatus",0,0,1,0,2.25,2.1875
"Strongylus equinus",0,0,1,0,1,0
"Strongylus vulgaris",0,0,1,0,1,0
"Subulura bolivari",0,0,4,4,4,4
"Subulura jacchi",0,0,3.53333333333333,3.31555555555556,3.53333333333333,3.31555555555556
"Subulura otolicni",2,2,4.13333333333333,4.11555555555556,4.13333333333333,4.11555555555556
"Subulura williaminglisi",1,1,4.46666666666667,2.78222222222222,4.46666666666667,2.78222222222222
"Sulcascaris sulcata",0,0,4.75641025641026,1.1586127547666,4.75641025641026,1.1586127547666
"Syncuaria squamata",0,0,4.75757575757576,2.06244260789715,4.71428571428571,1.91836734693878
"Syngamus trachea",1,3,5.27,1.42376666666667,4.7177033492823,1.72345282519042
"Syphacia muris",0,0,1,NA,2.03676470588235,1.07953070934256
"Syphacia obvelata",0,5,1,NA,2.86123911930364,0.613105889058518
"Taenia acinonyxi",0,0,3.33333333333333,0.888888888888889,3.09090909090909,0.991735537190083
"Taenia arctos",0,0,4,0,4,0
"Taenia asiatica",0,0,4,0,3.83333333333333,0.138888888888889
"Taenia crassiceps",0,5,3.0952380952381,1.01950113378685,3.25961538461538,0.760484467455621
"Taenia crocutae",0,1,2.41666666666667,0.743055555555556,2.76190476190476,0.964474678760393
"Taenia endothoracicus",0,0,2.5,1.65,2.63235294117647,1.61483564013841
"Taenia gonyamai",0,0,2.82142857142857,1.07525510204082,2.83516483516484,1.1046975003019
"Taenia hyaenae",0,1,2.8974358974359,0.886916502301118,3.03896103896104,0.929217968179007
"Taenia hydatigena",0,3,3.19883040935673,1.0364898601279,3.74558774558775,0.905637375167845
"Taenia krepkogorski",0,0,3.0952380952381,1.41950113378685,3,1.44444444444444
"Taenia laticollis",0,0,3.10714285714286,1.30994897959184,3.12121212121212,1.16712580348944
"Taenia macrocystis",0,0,2.69444444444444,1.15663580246914,2.91,1.10856666666667
"Taenia madoquae",0,0,4,0,2.8,2.16
"Taenia martis",0,2,3.09803921568627,1.14725105728566,3.24154589371981,0.865327078811641
"Taenia multiceps",0,0,3.33333333333333,1.26984126984127,3.4642375168691,0.712958561669408
"Taenia mustelae",0,4,3.0025641025641,0.771788297172913,3.21859039836568,0.789807614657553
"Taenia olngojinei",0,0,2.7,1.21,3,1.21428571428571
"Taenia omissa",0,0,2.83333333333333,1.47222222222222,3.05555555555556,1.33024691358025
"Taenia ovis/krabbei",0,0,3.24358974358974,0.902202498356345,3.28787878787879,0.750459136822773
"Taenia parenchymatosa",0,1,3,1.52380952380952,2.95555555555556,1.33135802469136
"Taenia parva",0,0,3.4,0.24,3.15789473684211,1.0382271468144
"Taenia pencei",1,1,1,NA,4,0
"Taenia pisiformis",0,4,3.40522875816993,0.959972660088,3.65044949762031,1.39182819562508
"Taenia polyacantha",0,3,2.875,1.14270833333333,3.06417112299465,0.944188662339024
"Taenia regis",0,0,3.3,1.01,3.00833333333333,0.974930555555556
"Taenia rileyi",0,0,3.25454545454545,0.771570247933884,3.21637426900585,0.777743579220957
"Taenia saginata",0,0,4,0,3.11029411764706,0.745188148788927
"Taenia selousi",0,0,3.33333333333333,0.888888888888889,2.95238095238095,1.56916099773243
"Taenia serialis",0,0,2.96428571428571,1.60586734693878,3.59080459770115,0.660145329634034
"Taenia simbae",0,0,3.33333333333333,0.888888888888889,3.16666666666667,1.47222222222222
"Taenia solium",0,0,3,2,3.83357041251778,0.63944201744606
"Taenia taeniaeformis",0,3,2.73856209150327,0.807467213464907,3.36786654960492,0.856772533551835
"Taenia talicei",0,0,2.5,2.25,2.5,2.25
"Taenia taxidiensis",0,0,2.95238095238095,1.09297052154195,3.08888888888889,1.10320987654321
"Taenia twitchelli",0,0,3.0952380952381,0.467120181405896,3.15384615384615,0.719921104536489
"Tanaorhamphus longirostris",0,0,6,0,4.5,3.25
"Tarsubulura perarmata",0,0,4.6,2.90666666666667,4.6,2.90666666666667
"Tatria biremis",0,0,3.3,5.01,3,3.61111111111111
"Tegorhynchus furcatus",1,1,4.46666666666667,3.31555555555556,4.58333333333333,1.74305555555556
"Teladorsagia circumcincta",0,0,1,NA,2.58333333333333,0.496388888888889
"Tetrabothrius erostris",0,0,2.57142857142857,2.53061224489796,2.38461538461538,1.97295012679628
"Tetrabothrius sp.",0,0,1,NA,4.17391304347826,1.2424815260354
"Tetrameres americana",0,0,4.53333333333333,3.04888888888889,4.53333333333333,3.04888888888889
"Tetrameres cardinalis",0,0,6,0,6,0
"Tetrameres confusa",0,0,4.66666666666667,3.55555555555556,5,2.33333333333333
"Tetrameres crami",0,0,2.76923076923077,4.30571992110454,2.65934065934066,4.20263253230286
"Tetrameres fissispina",3,3,5.05882352941176,1.57170319108035,4.49468599033816,2.38716982893416
"Tetrameres mohtedai",1,1,5.33333333333333,0.555555555555556,5.09523809523809,0.943310657596372
"Tetrameres pattersoni",0,0,4.66666666666667,2.22222222222222,4.66666666666667,2.22222222222222
"Thelastoma bulhoesi",0,2,1,NA,2,0
"Thubunaea baylisi",1,1,2.66666666666667,0.222222222222222,2.6,0.24
"Thysaniezia giardi",0,0,4.10909090909091,3.04264462809917,4.43333333333333,2.99555555555556
"Toxascaris leonina",0,0,3.42307692307692,1.19280078895464,3.09856035437431,1.21841431723221
"Toxocara canis",0,3,4.15151515151515,1.85583103764922,3.81472822910579,1.28829272275075
"Toxocara cati",0,0,4.9,1.49,3.04356060606061,1.56817823117539
"Toxocara mackerrasae",0,0,1.83333333333333,0.138888888888889,1.83333333333333,0.138888888888889
"Toxocara pteropodis",0,0,1,0,2.39285714285714,2.23852040816327
"Toxocara vitulorum",0,0,2,0,2.51282051282051,0.993425378040763
"Travassosascaris araujoi",0,0,5,0,5,0
"Triaenophorus crassus",0,1,3.76190476190476,3.81950113378685,4.50528846153846,2.85477972448225
"Triaenophorus nodulosus",0,0,4.54901960784314,2.02537485582468,4.09320735444331,1.41087316538003
"Triaenophorus stizostedionis",0,0,5.33333333333333,0.888888888888889,5.33333333333333,0.888888888888889
"Trichosomoides crassicauda",0,0,1.66666666666667,0.222222222222222,2.77777777777778,1.67283950617284
"Trichospirura leptostoma",1,1,3.57142857142857,2.53061224489796,3.35714285714286,2.58673469387755
"Trichostrongylus axei",0,1,3.55555555555556,0.746913580246914,3.104532839963,0.752255124037171
"Trichostrongylus colubriformis",0,1,3,1,3.22109158186864,0.812358105396295
"Trichostrongylus retortaeformis",0,0,2,0,3.35960591133005,0.846053046664563
"Trichostrongylus rugatus",0,0,1,NA,2.8,0.96
"Trichostrongylus sigmodontis",0,0,2.7,0.21,2.7,0.21
"Trichostrongylus skrjabini",0,0,2,2,3.5,0.85
"Trichostrongylus tenuis",0,1,1,0,2.87894736842105,0.990609418282549
"Trichostrongylus vitrinus",0,0,3,1,2.80049261083744,0.647388919896139
"Trichuris discolor",0,0,1,NA,2.61111111111111,0.737654320987654
"Trichuris muris",0,1,1.66666666666667,0.222222222222222,2.61587301587302,0.506414714033762
"Trichuris ovis",0,1,2,0,2.53801169590643,0.353818268869054
"Trichuris skrjabini",0,0,2,0,2.64285714285714,0.372448979591837
"Trichuris suis",0,0,4,0,4,0
"Trichuris trichiura",0,0,3.2,0.56,3.21333333333333,2.41448888888889
"Trichuris vulpis",0,0,4,0,2.35714285714286,1.01530612244898
"Trilobostrongylus bioccai",0,0,4.94444444444444,1.55246913580247,4.94444444444444,1.55246913580247
"Triodontolepis bifurca",0,0,4.33333333333333,5.55555555555555,3.22222222222222,5.06172839506173
"Triodontolepis hamanni",0,0,4.33333333333333,5.55555555555555,4,6
"Triodontolepis kurashvilii",0,0,6,0,6,0
"Triodontolepis sumavensis",0,0,6,0,6,0
"Triodontophorus tenuicollis",0,0,1,0,1,0
"Troglostrongylus brevior",0,0,4.36363636363636,2.80716253443526,4.36363636363636,2.80716253443526
"Truttaedacnitis pybusae",0,0,1,NA,1,NA
"Truttaedacnitis truttae",0,0,3.5,2.25,2.8,1.72363636363636
"Tschertkovilepis setigera",1,3,5.2,1.56,4.79512735326689,3.0023239871034
"Turgida turgida",1,1,4.36363636363636,3.4435261707989,4.08823529411765,4.22750865051903
"Umingmakstrongylus pallikuukensis",0,0,4.33333333333333,5.55555555555555,4.6,3.17333333333333
"Uncinaria stenocephala",0,0,2,0,2.68627450980392,1.07804690503652
"Urocystis prolifer",1,1,4.33333333333333,5.55555555555555,3.32142857142857,5.50382653061224
"Valipora campylancristrota",0,0,4.23529411764706,1.77470203767782,3.96,1.71224615384615
"Valipora minuta",0,0,4,1.5,4,1.5
"Valipora mutabilis",0,0,4.03571428571429,1.60586734693878,3.91111111111111,1.94765432098765
"Vampirolepis evaginata",0,0,6,0,6,0
"Varestrongylus alpenae",0,0,4.14285714285714,3.45578231292517,4.14285714285714,3.45578231292517
"Varestrongylus capreoli",0,1,3.47272727272727,1.55834710743802,4.125,2.459375
"Varestrongylus eleguneniensis",0,0,4.5,3.65,4.5,3.65
"Varestrongylus pneumonicus",4,4,4.01666666666667,2.89972222222222,4.01666666666667,2.89972222222222
"Varestrongylus sagittatus",2,2,3.70588235294118,1.89878892733564,4.07894736842105,2.27271468144044
"Variolepis farciminosa",2,3,4.45054945054945,2.81898321458761,4.0968660968661,2.45785342651439
"Vaucherilepis trichophorus",0,0,6,0,6,0
"Vigisolepis spinulosa",0,0,3.5,6.25,2.85714285714286,4.12244897959184
"Vigisospirura potekhina",4,4,4.35714285714286,3.30102040816327,4.35714285714286,3.30102040816327
"Wardium fryei",0,0,3.06666666666667,4.90666666666667,3.06666666666667,4.90666666666667
"Wardium fusa",0,0,3.5,4.25,3.64285714285714,2.80102040816327
"Wardium manubriatum",0,0,6,0,6,0
"Wardium paraporale",0,0,6,0,3.3,5.01
"Wardium stellorae",0,0,4.2,4.96,4.2,4.96
